planet_name,star_name,planets_in_system,orbital_period,semi_major_axis,radius_earths,mass_earths,radius_jupiters,mass_jupiters,density,equilibrium_temperature,ra,dec_
Kepler-858 b,Kepler-858,1,76.13602028,0.33939,4.87,21.1,0.4344723,0.0664,1.0,399.0,288.8488552,51.2090375
Kepler-450 d,Kepler-450,3,7.51464,0.0827,0.837,17.6,0.07467214,0.05537552,77.0,1199.0,295.4865821,51.0135237
K2-316 c,K2-316,2,5.26,0.0582,1.83,4.01,0.16326166,0.0126,3.6,423.0,233.6247336,-23.2594663
Kepler-1892 b,Kepler-1892,1,6.331230164,0.0633,1.83707938,4.03,0.16389353,0.0127,3.57,822.0,299.081007,42.0180957
Kepler-432 b,Kepler-432,2,52.501129,0.301,12.834305,1719.4603,1.145,5.41,4.46,812.0,293.2822344,48.2859173
Kepler-1108 b,Kepler-1108,1,4.51005748,0.0511,1.46,2.73,0.13025248,0.00859,4.82,1063.0,296.0422962,45.98514
Kepler-203 b,Kepler-203,3,3.162697,0.043,2.57,7.13,0.229,0.0224,2.31,1308.0,297.089959,41.3880686
Kepler-1656 c,Kepler-1656,2,1919.0,3.053,14.0,126.4,1.25,0.4,0.253,161.19,284.4722473,39.911889
HD 143105 b,HD 143105,1,2.1974,0.0379,13.7,384.5743,1.22,1.21,0.822,2028.25,238.4023547,68.7199779
Kepler-1992 b,Kepler-1992,1,15.6112238,0.1169,0.91,0.693,0.0811849,0.00218,5.05,637.0,295.0902409,45.0811045
HD 159868 c,HD 159868,2,351.0,1.032,14.0,244.09344,1.25,0.768,0.489,383.37,264.7466665,-43.1462347
Kepler-140 b,Kepler-140,2,3.25427,0.045,1.61,3.22,0.144,0.0101,4.24,1301.0,287.3694056,46.7681473
HATS-69 b,HATS-69,1,2.2252577,0.03211,10.592505,183.38791,0.945,0.577,0.46,1295.7,289.2974275,-60.8917599
Kepler-139 b,Kepler-139,5,15.771044,0.127,2.94,7.0,0.262,0.02202446,2.169438,752.0,282.3919451,43.8894167
bet UMi b,bet UMi,1,522.3,1.4,12.7,1938.7,1.14,6.1,5.2,1040.63,222.676495,74.155548
Kepler-134 b,Kepler-134,2,5.317429,0.06,2.0,4.66,0.178,0.0147,3.2,1105.0,284.7391156,49.5984448
Kepler-1665 b,Kepler-1665,1,11.9548,0.096,2.83910787,8.44,0.25328824,0.0266,2.03,906.0,290.39624,41.0399229
HD 108236 f,HD 108236,5,29.54115,0.1758,2.017,4.72,0.17994469,0.0149,3.16,609.59,186.5740627,-51.3630519
HD 73344 b,HD 73344,3,15.611,0.131,2.884,10.48,0.25729369,0.03297377,2.451,911.0,129.6894456,23.6852651
Kepler-1617 b,Kepler-1617,1,27.4785572,0.17707,1.2,1.87,0.10705683,0.00588,5.95,736.0,287.9371747,46.4184781
Kepler-2001 c,Kepler-2001,2,14.092583189,0.1084,1.82,3.97,0.1623698,0.0125,3.62,597.0,291.6594558,50.5838585
Kepler-1443 b,Kepler-1443,1,2.41811321,0.03783,0.97,0.871,0.0865376,0.00274,5.24,1602.0,283.4357392,47.0667983
XO-1 b,XO-1,1,3.94153,0.0488,12.77826,263.7989,1.14,0.83,0.64,1210.0,240.5492745,28.1696248
HD 206893 c,HD 206893,2,2290.0,3.74,16.36511182,3527.8953177,1.46,11.1,4.42,1181.9,326.3416874,-12.7833522
HD 233832 b,HD 233832,1,2058.0,2.827,13.5,565.7374,1.2,1.78,1.26,117.8,171.5196515,50.3763099
TOI-2364 b,TOI-2364,1,4.0197517,0.04871,8.60849718,71.51139158,0.768,0.225,0.61,1091.0,89.1300265,-5.0120298
Kepler-30 d,Kepler-30,3,143.34394,0.5,8.8,23.1,0.785,0.073,0.19,308.0,285.2836483,38.9472625
Kepler-1125 b,Kepler-1125,1,17.6700642,0.1348,1.84,4.04,0.1641538,0.0127,3.56,778.0,295.4812018,40.7319316
TOI-4527.01,TOI-4527,1,0.3994445,0.008332353,0.9086617,0.689,0.08097753,0.00217,5.05,1362.93,19.4722574,5.4711996
Kepler-1321 c,Kepler-1321,3,2.226491086,0.0267,2.4,6.35,0.21411366,0.02,2.52,697.0,294.528597,46.6408737
HD 73344 d,HD 73344,3,5823.0,6.7,13.2,810.46243785,1.18,2.55,1.94,126.51,129.6894456,23.6852651
TOI-6692 b,TOI-6692,1,131.125,0.512,11.67975789,197.05361234,1.042,0.62,0.68,467.0,312.6940436,-81.2723982
Kepler-792 b,Kepler-792,1,11.30119217,0.0988,1.96,4.5,0.17485949,0.0142,3.28,852.0,292.0068239,38.8207001
K2-80 c,K2-80,3,5.605,0.0596,1.47,2.76,0.13114462,0.00869,4.77,1002.42,59.037486,13.5590288
HD 28109 b,HD 28109,3,22.891054,0.1357,2.69,6.2,0.23998614,0.01950738,1.8,867.0,65.2383065,-68.1026875
Kepler-891 b,Kepler-891,1,53.44945593,0.2881,6.41,33.6,0.5718619,0.106,0.701,486.0,291.0837644,40.3552252
TOI-5624 d,TOI-5624,5,13.731468,0.1067,3.584,4.9,0.31974361,0.01541712,0.59,712.6,180.8443476,49.2512257
Kepler-765 b,Kepler-765,1,27.6655226,0.1754,2.43,6.48,0.21679008,0.0204,2.48,641.0,283.1846044,47.1557114
Kepler-1516 b,Kepler-1516,1,7.25931979,0.0718,1.75,3.71,0.15612454,0.0117,3.8,967.0,291.4945795,44.5234227
Kepler-1159 b,Kepler-1159,1,22.70816791,0.1603,2.37,6.21,0.21143724,0.0195,2.56,677.0,294.266325,45.2042317
HATS-18 b,HATS-18,1,0.83784,0.0174,14.896761,629.144485,1.329,1.9795,1.1169,2069.48,173.9574203,-29.1560639
Kepler-113 b,Kepler-113,2,4.754,0.05123,1.82,11.7,0.162,0.037,10.73,775.0,287.9978721,50.9441847
CoRoT-25 b,CoRoT-25,1,4.86069,0.0578,12.11,85.81,1.08,0.27,0.15,1330.0,280.6296561,6.5138223
HD 216536 b,HD 216536,1,148.60001,0.61,13.8,333.7215,1.23,1.05,0.698,897.99,343.2665641,44.4777303
TOI-2407 b,TOI-2407,1,2.702969,0.033,4.26,16.8,0.3800524,0.0529,1.19,705.0,49.746545,-46.458025
Kepler-1060 b,Kepler-1060,1,46.8779367,0.2495,2.38,6.26,0.21232938,0.0197,2.55,484.0,286.0252285,39.6309204
Kepler-154 e,Kepler-154,5,3.93276465,0.04766,1.5,2.86,0.13382104,0.00899,4.66,1140.0,289.7805393,49.8965624
Kepler-1844 b,Kepler-1844,1,3.924510002,0.0478,3.03648191,9.46,0.27089724,0.0298,1.86,1074.0,292.6903973,37.9345682
Kepler-1036 b,Kepler-1036,1,122.8808058,0.47726,3.01,9.32,0.26853421,0.0293,1.88,326.0,295.1817093,49.9458172
Kepler-561 c,Kepler-561,2,5.350161983,0.05947,2.68,7.65,0.23909359,0.0241,2.18,989.0,293.7471107,45.1071981
Kepler-37 b,Kepler-37,4,13.36702,0.1019,0.3098,0.79,0.02763855,0.00248562,140.0,718.0,284.0592503,44.5183733
Kepler-585 b,Kepler-585,1,2.752359753,0.03841,2.83,8.4,0.25247569,0.0264,2.04,1178.0,286.5284924,43.8733751
K2-203 b,K2-203,1,9.6952,0.0824,1.26549392,2.14,0.1129,0.00674,5.8,738.4,12.7736909,-1.1958844
Kepler-233 b,Kepler-233,2,8.472382,0.077,2.43,6.48,0.217,0.0204,2.48,751.0,296.3665054,51.3194548
Kepler-1863 b,Kepler-1863,1,44.99760056,0.23678,2.26309256,5.74,0.20189994,0.0181,2.72,508.0,282.2397185,43.2440854
Kepler-356 c,Kepler-356,2,13.121632,0.115,1.81,3.93,0.161,0.0124,3.64,913.0,292.4210998,37.6827919
Kepler-1865 b,Kepler-1865,1,2.524009943,0.0344,1.57686072,3.11,0.14067833,0.00979,4.36,1203.0,293.941238,41.5904136
TOI-5126 b,TOI-5126,2,5.4588385,0.06519,4.74,20.2,0.4228752,0.0634,1.04,1442.0,151.6597827,18.6340631
Kepler-505 b,Kepler-505,1,27.52197994,0.1445,2.6,7.27,0.23195646,0.0229,2.27,314.0,287.857953,42.5426758
WASP-147 b,WASP-147,1,4.60273,0.0549,12.498035,87.40325,1.115,0.275,0.263,1404.0,359.1915117,-22.1532316
Kepler-166 d,Kepler-166,3,1.554003928,0.02449,1.73,3.64,0.15434026,0.0115,3.86,1313.0,293.1600977,48.8812074
Kepler-1480 b,Kepler-1480,1,22.12679948,0.1525,1.67,3.43,0.14898742,0.0108,4.05,721.0,291.9998055,49.3018321
Kepler-1987 d,Kepler-1987,4,5.644914154,0.0571,2.66,7.56,0.23730971,0.0238,2.21,744.0,295.8254663,42.9433716
HD 125612 d,HD 125612,3,2822.72698,3.982,12.7,2281.37230545,1.13,7.178,6.12,147.48,215.2227183,-17.4818147
Kepler-245 b,Kepler-245,4,7.49019,0.071,2.57,146.78,0.229,0.46182153,0.12,753.0,291.6389972,42.4363482
TOI-2141 c,TOI-2141,3,5.4624,0.0585,2.35,6.14,0.21,0.0193186,2.6,1095.0,258.7623456,18.3403449
WASP-4 b,WASP-4,1,1.338230994,0.02261,15.12091496,381.3940884,1.349,1.2,0.647184,1653.0,353.5629149,-42.0617794
Kepler-1556 b,Kepler-1556,1,8.82713457,0.0829,1.96,4.5,0.17485949,0.0142,3.28,797.0,288.3969751,40.2131892
Kepler-209 b,Kepler-209,2,16.087845,0.122,2.26,5.73,0.202,0.018,2.73,668.0,291.1694567,42.6407281
Kepler-131 c,Kepler-131,2,25.5169,0.17391,0.84,8.25,0.075,0.026,77.7,615.0,288.5308924,40.942373
Kepler-24 d,Kepler-24,4,4.244384,0.051,1.67,293.959,0.149,0.92489845,152.0,1305.0,290.4132621,38.3437283
HD 28254 b,HD 28254,1,1333.0,2.45,13.0,1207.7479466,1.16,3.8,3.02,212.28,66.2108141,-50.6228081
HATS-40 b,HATS-40,1,3.2642736,0.04997,17.71022,505.3497,1.58,1.59,0.49,2101.0,100.5712467,-29.77678
K2-266 e,K2-266,4,19.482,0.1249,2.73,14.3,0.24355429,0.04499261,2.21,490.1,157.9356855,0.9372782
HD 33283 b,HD 33283,1,18.1991,0.1508,12.5,104.56607,1.12,0.329,0.294,1034.4,77.0044889,-26.7976689
Kepler-237 b,Kepler-237,2,4.715106,0.05,1.41,2.57,0.126,0.00809,5.04,823.0,283.2213438,40.421762
K2-126 b,K2-126,1,7.385655,0.0656,1.97,4.54,0.17575163,0.0143,3.26,601.0,203.5467021,-13.5769705
HD 224018 d,HD 224018,3,138.0731,0.53,2.4,4.2,0.21411403,0.01321468,1.7,411.0,358.6390056,-4.7233362
HD 125612 b,HD 125612,3,557.69994,1.349,13.2,945.22168242,1.17,2.974,2.26,253.38,215.2227183,-17.4818147
HD 109988 b,HD 109988,1,17132.15854,12.518,12.1,6935.33366915,1.08,21.821,21.5,65.91,189.8154662,-32.7263607
Kepler-100 e,Kepler-100,4,60.888588,0.312391586,5.27,24.14271827,0.47,0.07596149,0.906,621.73,291.3861294,41.9901394
Kepler-219 c,Kepler-219,3,22.714613,0.165,3.58,12.5,0.319,0.0394,1.5,766.0,288.7389481,46.7625929
Kepler-1790 b,Kepler-1790,1,31.58889961,0.20989,3.1446145,10.0,0.2805442,0.0316,1.77,682.0,294.5668577,46.0757312
Kepler-1641 c,Kepler-1641,2,32.657212,0.2065,2.95,9.01,0.26318137,0.0283,1.93,767.0,296.359456,41.5745321
HD 75898 c,HD 75898,2,6717.0,7.39,12.6,2698.36317543,1.12,8.49,7.41,135.2,133.4611999,33.0566885
WASP-155 b,WASP-155,1,3.110413,0.043,13.45077684,276.8285425,1.2,0.871,0.62,1468.0,347.979723,33.0476125
HATS-35 b,HATS-35,1,1.8209993,0.03199,16.409976,388.38826,1.464,1.222,0.484,2037.0,296.688442,-63.5656488
Kepler-918 b,Kepler-918,1,4.85386933,0.0569,1.74,3.68,0.1552324,0.0116,3.84,1052.0,298.2007268,48.2677925
Kepler-141 b,Kepler-141,2,3.107675,0.039,0.69,0.257,0.062,0.000809,4.3,968.0,297.9707271,47.7316041
Kepler-582 b,Kepler-582,1,18.49235668,0.1254,3.68,13.1,0.32830761,0.0413,1.44,603.0,297.503718,41.0570326
TOI-912 b,TOI-912,1,4.6780691,0.041,1.93,5.1,0.17218336,0.01604639,4.0,551.0,229.3285665,-80.4733446
Kepler-335 c,Kepler-335,2,67.844469,0.356,3.07,9.64,0.274,0.0303,1.83,592.0,296.0642944,45.4285986
XO-2 S c,XO-2 S,4,120.059,0.4737,13.6,438.60320166,1.21,1.38,0.958,376.79,117.0309753,50.2169068
Kepler-31 d,Kepler-31,3,87.6451,0.4,3.9,2161.244,0.3479347,6.8,0.077,484.0,294.0230229,45.8530535
TOI-4427 b,TOI-4427,1,4.6182621,0.05389,13.09208946,87.72064033,1.168,0.276,0.214,1040.0,135.0492615,72.1477473
TOI-2583 A b,TOI-2583 A,1,4.5207265,0.0571,14.4595851,79.45710175,1.29,0.25,0.144,1456.0,272.2670293,45.3368996
Kepler-966 b,Kepler-966,1,99.747622,0.3907,4.13,16.0,0.36845392,0.0502,1.25,391.0,297.270576,50.1218365
HD 50499 c,HD 50499,2,8619.9,9.02,13.2,931.2419,1.17,2.93,2.22,116.69,103.008075,-33.915267
WASP-140 b,WASP-140,1,2.23598448,0.0323,14.23540549,775.5052,1.27,2.44,1.578175,1270.0,60.3855387,-20.4509991
Kepler-630 b,Kepler-630,1,161.4743937,0.56201,3.18,10.2,0.2837006,0.0322,1.74,343.0,293.4270647,39.9423967
Kepler-874 b,Kepler-874,1,40.0686727,0.2234,3.94,14.7,0.35150326,0.0463,1.32,560.0,294.9568477,43.0142991
Kepler-235 b,Kepler-235,4,3.340222,0.037,2.23,5.6,0.199,0.0176,2.77,731.0,286.0790779,39.278237
Kepler-85 c,Kepler-85,4,12.51,0.10363,1.978,2.15,0.17646564,0.00676466,1.527272,706.0,290.9734395,45.2902761
Kepler-1345 b,Kepler-1345,1,44.6169557,0.26412,2.36,6.17,0.2105451,0.0194,2.58,693.0,292.4779428,46.022821
Kepler-866 b,Kepler-866,1,2.617032536,0.0331,1.63,3.29,0.14541886,0.0104,4.17,996.0,290.1222112,43.085407
Kepler-223 b,Kepler-223,4,7.38449,0.07525,2.99,7.4,0.26674993,0.02328289,1.54,1042.0,298.3183909,47.2794824
HD 4732 c,HD 4732,2,3184.2,4.725,13.1,1069.49258955,1.17,3.365,2.61,243.69,12.3085089,-24.1369079
Kepler-922 b,Kepler-922,1,0.938466832,0.01795,1.42,2.6,0.12668391,0.00819,4.99,1876.0,284.7316084,49.533149
Gaia-2 b,Gaia-2,1,3.6915224,0.0467,14.81827249,259.66580852,1.322,0.817,0.439,1213.23,110.7353308,67.2526565
HATS-67 b,HATS-67,1,1.6091788,0.03032,18.887165,460.8535,1.685,1.45,0.374,2193.0,180.2087883,-46.1364201
Kepler-549 b,Kepler-549,3,42.9495649,0.23236,2.57,11.0,0.22928004,0.0346097,1.9,487.0,283.0228527,47.2611431
GJ 1148 b,GJ 1148,2,41.38,0.166,11.9,96.7,1.07,0.3042507,0.315,232.94,175.4326081,42.7515862
Kepler-1780 b,Kepler-1780,1,109.4449997,0.4276,3.60600667,12.7,0.32170692,0.0399,1.49,340.0,294.0839282,42.8095104
HD 28471 b,HD 28471,3,3.1649,0.042,1.75,3.72,0.156,0.01170443,3.81,1377.0,66.2875166,-64.0786861
NY Vir b,NY Vir,2,3160.0,3.3,13.3,730.978,1.19,2.3,1.71,338.12,204.7005847,-2.0303873
TOI-2447 b,TOI-2447,1,69.33684,0.347,9.60609646,124.90656395,0.857,0.393,0.774,414.0,70.9975864,-31.9066369
K2-58 d,K2-58,3,22.8827,0.1517,1.71,3.57,0.15255598,0.0112,3.92,621.48,333.8218395,-14.049857
TOI-4137 b,TOI-4137,1,3.8016122,0.05222,13.57407563,457.67290608,1.211,1.44,1.01,1570.0,77.612879,70.391079
GJ 625 b,GJ 625,1,14.628,0.078361,1.49,2.82,0.133,0.00887267,4.68,335.59,246.3557854,54.3033625
Kepler-267 b,Kepler-267,3,3.353728,0.037,1.98,37.9,0.177,0.119,26.8,615.0,299.8305655,47.1575741
Kepler-775 b,Kepler-775,1,0.974868926,0.01834,1.19,1.81,0.10616469,0.0057,5.9,1612.0,291.4332781,41.7033162
WASP-177 b,WASP-177,1,3.071722,0.03957,17.71022,161.45764,1.58,0.508,0.172,1142.0,334.7969885,-1.8344301
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,77.48,0.384,13.4,572.0911326,1.2,1.8,1.31,683.0,133.0147781,11.6899626
TOI-6034 b,TOI-6034,1,2.576184,0.02949,11.92,254.0,1.063,0.798,0.82,714.0,317.9001392,68.4020762
Kepler-791 b,Kepler-791,1,14.5539759,0.1256,3.05,9.53,0.27210277,0.03,1.85,939.0,293.5958044,39.0294267
TOI-1260 b,TOI-1260,3,3.127463,0.0367,2.41,8.56,0.21500617,0.02693277,3.35,871.0,157.1440712,65.8541986
TOI-1062 b,TOI-1062,2,4.11296,0.052,2.265,10.15,0.20207011,0.03193547,4.85,1077.0,38.1209678,-78.0236828
WASP-79 b,WASP-79,1,3.662392,0.0519,17.14974047,270.15414595,1.53,0.85,0.13,1716.2,66.3709016,-30.6004362
Kepler-1630 b,Kepler-1630,1,509.997402,1.1218,2.19,5.43,0.19537871,0.0171,2.84,182.0,297.5083004,43.7110543
Kepler-1365 b,Kepler-1365,2,7.69993485,0.07839,0.92,0.721,0.0820769,0.00227,5.09,969.0,292.1996573,42.0459944
Kepler-133 c,Kepler-133,2,31.517586,0.204,2.84,8.45,0.253,0.0266,2.03,663.0,297.2778906,48.3203542
Kepler-346 c,Kepler-346,2,23.851549,0.168,3.07,9.64,0.274,0.0303,1.83,654.0,288.0119248,46.1176003
Kepler-160 b,Kepler-160,3,4.309397,0.05511,1.715,3.59,0.15300205,0.0113,3.91,1134.0,287.773573,42.8692755
Kepler-341 d,Kepler-341,4,27.666313,0.182,1.85,4.08,0.165,0.0128,3.54,622.0,289.8615609,43.4727412
K2-125 b,K2-125,1,21.750264,0.121,2.18,5.39,0.19448657,0.017,2.86,321.22,204.1418754,-14.9478195
HD 27442 b,HD 27442,1,428.1,1.271,13.5,495.8,1.21,1.56,1.11,369.62,64.1205476,-59.3028771
Kepler-1489 b,Kepler-1489,2,82.294751,0.3679,1.77,3.78,0.15790882,0.0119,3.75,400.0,281.2957984,44.4654063
Kepler-1623 b,Kepler-1623,1,4.36128348,0.0518,1.31,2.27,0.11687037,0.00714,5.55,1000.0,294.082697,39.5560655
HD 156411 b,HD 156411,1,842.2,1.88,14.0,235.18,1.25,0.74,0.471,304.95,259.9639522,-48.5502313
Kepler-496 b,Kepler-496,1,8.30864937,0.0747,2.32,5.99,0.20697654,0.0189,2.64,747.0,291.6408978,41.2411044
TOI-4463 A b,TOI-4463 A,1,2.8807198,0.04036,13.26022417,252.35575516,1.183,0.794,0.595,1395.0,279.3581286,18.7299522
Kepler-1246 b,Kepler-1246,1,11.32271513,0.0848,1.36,2.42,0.12133107,0.00761,5.29,554.0,287.6572346,48.9822053
Kepler-1126 b,Kepler-1126,2,108.593329,0.41251,1.73,3.64,0.15434026,0.0115,3.86,374.0,285.691955,45.6893993
Kepler-926 b,Kepler-926,1,52.0688601,0.2739,2.31,5.95,0.2060844,0.0187,2.65,524.0,289.6793396,40.7004265
GJ 676 A e,GJ 676 A,4,35.47358,0.181,2.47,6.67439655,0.221,0.021,2.43,351.55,262.5448903,-51.6377777
Kepler-287 b,Kepler-287,2,20.342199,0.145,2.33,83.0,0.208,0.2611472,27.3,667.0,290.9274282,48.4434588
HAT-P-21 b,HAT-P-21,1,4.12448,0.05037,12.44199,1547.8321,1.11,4.87,3.633781,1367.0,171.2749348,41.0280207
TOI-2145 b,TOI-2145,1,10.261128,0.1117,12.24020692,1805.26535176,1.092,5.68,5.34,1484.0,263.7580753,40.6950428
Kepler-48 c,Kepler-48,5,9.67395,0.08633,2.71,14.61,0.24177001,0.04596797,4.01,736.0,299.1393094,40.948939
TOI-2096 b,TOI-2096,2,3.1190633,0.025,1.243,2.08,0.11089322,0.00653,5.95,445.0,151.6186989,74.8272107
HD 213472 b,HD 213472,1,17000.0,13.0,13.1,1112.3994245,1.17,3.5,2.72,91.76,337.7069969,40.7222277
Kepler-1356 b,Kepler-1356,1,0.634002937,0.0136,1.53,2.96,0.13649746,0.0093,4.54,1714.0,290.9953825,43.2438792
HD 13908 c,HD 13908,2,931.0,2.03,12.8,1630.4,1.15,5.13,4.27,273.57,34.5609102,65.5941901
Kepler-605 c,Kepler-605,2,2.358951515,0.03336,0.86,0.566,0.07672406,0.00178,4.89,1278.0,287.2954015,43.2798677
Kepler-292 c,Kepler-292,5,3.715335,0.045,1.47,2.76,0.131,0.00869,4.77,1001.0,295.7661979,42.4242822
Kepler-889 b,Kepler-889,1,3.744439,0.04975,1.09,1.32,0.09724329,0.00416,5.6,1328.0,291.467454,50.7595597
Kepler-1254 c,Kepler-1254,3,3.60084276,0.0422,1.3,2.24,0.11597823,0.00705,5.6,927.0,285.1733174,48.7700099
Kepler-244 c,Kepler-244,3,9.767292,0.087,2.05,4.86,0.183,0.0153,3.1,791.0,287.242641,42.3014185
Kepler-1332 b,Kepler-1332,1,11.87456832,0.09915,1.37,2.45,0.12222321,0.00771,5.24,728.0,291.0286411,43.9137055
HIP 35965 b,HIP 35965,1,26125.56497,15.898,12.6,2589.98368864,1.12,8.149,7.11,48.85,111.2025182,-51.3257507
HD 80913 b,HD 80913,1,10839.83341,9.95,12.0,7505.2000029,1.07,23.614,23.9,118.23,138.1021548,-81.768451
HD 134060 b,HD 134060,2,3.2696,0.0444,3.16,10.1,0.282,0.0318,1.76,1473.18,227.6847587,-61.4223747
Kepler-1950 b,Kepler-1950,1,10.77690029,0.0871,1.52696349,2.95,0.13622679,0.00927,4.55,752.0,287.0874563,42.6686537
Kepler-1984 b,Kepler-1984,1,1.992812339,0.0238,6.81,37.3,0.60754855,0.117,0.649,675.0,291.2850446,40.7300225
TOI-7510 c,TOI-7510,3,22.5687423,0.1595,10.81,131.0,0.964,0.412,0.573,702.0,273.728188,-54.4340547
K2-60 b,K2-60,1,3.00265,0.045,7.655747,135.39558,0.683,0.426,1.7,1400.0,338.6062312,-13.7318044
Kepler-1397 b,Kepler-1397,1,47.449955,0.25861,1.72,3.61,0.15344812,0.0113,3.9,551.0,299.6758812,47.0758234
Kepler-358 b,Kepler-358,2,34.060467,0.21,2.72,7.85,0.243,0.0247,2.14,554.0,293.2302333,48.2813901
Kepler-354 d,Kepler-354,3,24.209842,0.146,1.24,2.07,0.111,0.00651,5.97,451.0,285.7515347,41.3356739
TOI-3135 b,TOI-3135,1,3.7065585,0.04756,13.65253849,327.36325921,1.218,1.03,0.7,1292.0,207.8592276,-69.7725635
Kepler-1179 b,Kepler-1179,1,2.685057492,0.03497,1.32,2.3,0.11776251,0.00724,5.5,1137.0,284.0974305,47.8104856
Kepler-381 c,Kepler-381,3,13.391635,0.117,1.12,1.46,0.1,0.00459,5.71,1180.0,285.1828685,43.8310283
Kepler-1342 b,Kepler-1342,1,2.215710358,0.0313,1.66,3.39,0.14809528,0.0107,4.07,1283.0,297.0200549,43.4325382
Kepler-1544 b,Kepler-1544,1,168.811174,0.54465,1.78,3.82,0.15880096,0.012,3.72,269.0,297.2852168,49.2124526
WASP-174 b,WASP-174,1,4.2337005,0.05503,16.10730527,104.88337431,1.437,0.33,0.135,1528.0,195.7940145,-41.3848617
Kepler-475 b,Kepler-475,1,3.105508189,0.03989,2.49,6.76,0.22214292,0.0213,2.41,980.0,287.051694,40.2114232
Kepler-1978 b,Kepler-1978,1,10.84969477,0.0914,2.67,7.61,0.23820186,0.0239,2.2,676.0,286.0067312,38.0095407
GJ 3222 b,GJ 3222,1,10.66669,0.091,3.4,11.44182265,0.303,0.036,1.6,811.06,50.8972464,-40.0762325
Kepler-1836 b,Kepler-1836,1,5.254169941,0.0602,2.55303229,7.05,0.22776668,0.0222,2.33,1093.0,292.3150933,40.8387799
Barnard e,Barnard's star,4,6.7392,0.0381,0.637,0.193,0.0568,0.00060725,4.1,340.0,269.4486144,4.7379808
Kepler-141 c,Kepler-141,2,7.010606,0.067,1.41,2.57,0.126,0.00809,5.04,738.0,297.9707271,47.7316041
Kepler-948 b,Kepler-948,1,7.76846622,0.0749,1.85,4.08,0.16504595,0.0128,3.54,841.0,293.3002774,41.5233244
HD 181433 d,HD 181433,3,6896.1,6.74,13.2,858.1366989,1.18,2.7,2.05,81.19,291.2873731,-66.4677838
HD 213885 b,HD 213885,2,1.008035,0.02012,1.745,8.83,0.15567847,0.02778215,9.15,2128.0,338.9837166,-59.864829
HIP 39330 b,HIP 39330,1,4650.0,5.05,13.5,530.77343969,1.2,1.67,1.19,125.05,120.6116831,-46.3353155
Kepler-887 c,Kepler-887,2,7.63846023,0.0801,1.13,1.51,0.10081185,0.00474,5.75,1089.0,290.0907893,39.8169085
Kepler-306 d,Kepler-306,4,17.326644,0.12,2.47,6.66,0.22,0.021,2.43,535.0,288.5387145,40.6160545
Kepler-177 c,Kepler-177,2,49.40926,0.25655,8.73,14.7,0.77883843,0.04625114,0.121,497.0,286.0471442,45.0532038
Kepler-52 c,Kepler-52,3,16.3850021,0.10379,1.84,45.4,0.164,0.14284437,20.0,433.0,286.7380152,49.9757383
Kepler-572 b,Kepler-572,1,17.20523483,0.1192,2.58,7.18,0.23017218,0.0226,2.3,553.0,291.221172,50.5813487
Kepler-1450 b,Kepler-1450,1,54.5094166,0.2401,1.71,3.57,0.15255598,0.0112,3.92,308.0,294.5536825,45.0813011
HD 10180 f,HD 10180,6,122.744,0.4929,5.24,23.9,0.468,0.0752,0.913,427.54,24.4731133,-60.5114881
Kepler-882 b,Kepler-882,1,3.989539666,0.04741,1.23,2.04,0.10973325,0.00642,6.02,903.0,294.6500256,43.3356106
Kepler-559 b,Kepler-559,1,17.58752333,0.1277,3.61,12.7,0.32206263,0.0399,1.48,706.0,296.6368878,43.8027948
TOI-1232 b,TOI-1232,2,14.256,0.117,10.92875618,220.57291446,0.975,0.694,0.926,785.71,116.501399,-61.8797935
TOI-4773 b,TOI-4773,1,1.7452851,0.03216,15.22179579,1687.66884117,1.358,5.31,2.63,2255.0,114.9426489,-21.4856184
Kepler-1312 b,Kepler-1312,2,5.448325286,0.06053,2.1,5.06,0.18734945,0.0159,3.0,978.0,292.9712801,41.0357494
WASP-22 b,WASP-22,1,3.53269,0.047,13.78707,212.9461,1.23,0.67,0.444,1502.0,52.8180374,-23.8197924
Kepler-272 b,Kepler-272,3,2.971353,0.038,1.43,78.0,0.128,0.245,147.0,1200.0,299.1275257,47.5938319
Kepler-35 b,Kepler-35,1,131.458,0.60347,8.16,40.363,0.728,0.127,0.41,352.89,294.496955,46.6896733
Kepler-1511 b,Kepler-1511,1,23.2382792,0.1753,1.68,3.46,0.14987956,0.0109,4.01,903.0,288.4211892,43.179773
HD 102117 b,HD 102117,1,20.8133,0.15,8.47,54.0311,0.756,0.17,0.489,780.86,176.2097267,-58.7040134
WASP-34 b,WASP-34,1,4.31768,0.0524,11.209,177.9848,1.0,0.56,0.412,1250.0,165.3993679,-23.8609457
Kepler-1426 b,Kepler-1426,1,14.2563227,0.1187,1.56,3.05,0.13917388,0.00961,4.41,797.0,292.5457096,49.4168981
Kepler-1988 b,Kepler-1988,1,11.49500229,0.1038,1.53,2.96,0.13649769,0.0093,4.54,1105.0,298.6738034,43.7955099
HD 48948 d,HD 48948,3,151.92,0.4894,3.24,10.59,0.289,0.03331987,1.71,349.0,102.489811,60.3373133
Kepler-968 c,Kepler-968,3,5.709404918,0.052,1.69,3.5,0.1507717,0.011,3.98,644.0,285.6025889,50.1120401
Kepler-678 b,Kepler-678,1,7.27503724,0.0732,5.14,23.1,0.45856009,0.0728,0.935,833.0,295.4552577,50.4945093
