star_name,star_temperature,star_radius,star_mass,star_surface_gravity
Gaia-1,5470.0,0.952,0.949,4.43994
Kepler-1527,6224.0,1.32,1.21,4.27
Kepler-986,5642.0,0.98,0.96,4.43
Kepler-1070,6261.0,1.32,1.21,4.27
HD 31527,5898.0,1.073694,0.96,4.45
Kepler-286,5580.0,0.863,0.83,4.495
Kepler-1141,5791.0,1.07,1.01,4.38
Kepler-1980,5819.0,0.99,1.049,4.468
Kepler-733,5418.0,0.86,0.9,4.53
Kepler-1845,4703.0,0.701,0.686,4.582
HD 168443,5491.0,1.711479,0.98,3.987745
TOI-5938,4650.0,0.712,0.744,4.59
Kepler-1034,5198.0,0.8,0.83,4.57
Kepler-1286,5753.0,0.98,1.0,4.45
K2-189,5442.0,0.879,0.85,4.51
HD 13724,5835.31,1.04198,1.004,4.42354
Kepler-643,4908.0,2.52,1.0,3.64
CoRoT-7,5256.0,0.864273,0.899,4.51853
Kepler-318,5746.0,1.189,1.073,4.325
HD 185269,5923.0,2.0,1.3,3.92
Kepler-47,5636.0,0.936,0.957,4.492
HD 156098,6419.19,2.75716,1.29,3.66773
HD 190007,4610.0,0.79,0.77,4.58
HD 155358,5900.0,1.38,0.92,4.16
Kepler-1603,6241.0,1.31,1.21,4.28
Kepler-732,3631.0,0.46,0.49,4.79
HATS-27,6438.0,1.74,1.415,4.107
HD 32963,5727.0,1.111044,0.94,4.41
Kepler-1860,5420.0,0.868,0.874,4.502
HD 29399,4845.0,4.5,1.17,3.25
XO-3,6970.0,1.523,1.449,4.234
Kepler-1040,5694.0,0.96,0.98,4.47
TOI-5882,5920.0,2.26,1.334,3.856
KOI-134,6160.0,1.667,1.407,4.11
Kepler-542,5526.0,0.9,0.93,4.5
Kepler-1683,5429.0,0.900327,0.95,4.50699
HD 23472,4684.0,0.71,0.67,4.53
Kepler-285,5411.0,0.808,0.915,4.584
HD 17092,4326.0,13.58,6.73,3.0
Kepler-339,5631.0,0.802,0.87,4.586
Kepler-310,5797.0,0.876,0.854,4.521
HD 1690,4374.0,21.66,1.86,2.04
Kepler-1398,6126.0,1.18,1.13,4.34
NGTS-8,5241.0,0.98,0.89,4.41
HD 3765,5049.8,0.83061,0.851785,4.527285
KOBE-1,4135.0,0.619,0.629,5.07
TOI-6420,6020.0,1.312,1.165,4.268
Kepler-970,4290.0,0.71,0.67,4.618
TOI-5388,3440.0,0.3,0.292,4.99
HD 45364,5466.0,0.89,0.82,4.38
HAT-P-70,8450.0,1.858,1.89,4.181
Kepler-69,5638.0,0.93,0.81,4.4
HD 218566,4730.0,0.85,0.76,4.46
Kepler-454,5687.0,1.066,1.03,4.4
BD+63 1405,5000.0,0.804724,0.816,4.2
Kepler-311,5905.0,1.188,0.994,4.308
Kepler-943,5612.0,0.91,0.93,4.5
HD 113538,4462.0,0.53,0.585,3.79
Kepler-836,5895.0,1.04,1.03,4.41
TOI-122,3403.0,0.334,0.312,4.88
Kepler-223,5803.0,1.72,1.125,4.46
Kepler-137,5187.0,0.802,0.85,4.553
HD 27894,4875.0,0.891767,0.8,4.22
TOI-5076,4780.0,0.844,0.789,4.483
HD 196067,6072.0,1.71,1.16,4.09
HATS-52,6010.0,1.046,1.111,4.445
K2-241,5262.0,0.75,0.71,4.54
Kepler-250,5160.0,0.805,0.806,4.565
HD 240237,3926.0,71.23,8.76,1.67
TOI-1601,5982.0,2.195,1.5055,3.928
Kepler-1298,6339.0,2.0,1.45,4.0
HD 4732,4898.0,5.03,1.39,3.17
TOI-237,3212.0,0.211,0.179,5.04
TOI-1694,5005.0,0.812,0.828,4.536
K2-155,4258.0,0.58,0.65,4.6
Kepler-289,5990.0,1.0,1.08,4.47
HIP 109600,5530.0,0.971958,0.87,4.45
HAT-P-44,5295.0,0.949,0.942,4.46
eps Ind A,4700.0,0.713,0.8,5.25
Kepler-407,5487.0,1.04,0.99,4.3
HD 48265,5733.0,1.901,1.312,3.97
Kepler-263,5265.0,0.785,0.793,4.576
Kepler-1219,5944.0,1.94,1.25,3.97
Kepler-9,5774.0,0.958,1.022,4.49
Kepler-1574,5892.0,1.08,1.06,4.4
Kepler-1411,5664.0,0.92,0.95,4.49
TOI-3353,6365.0,1.0207,1.332089,4.54516
TOI-2180,5695.0,1.636,1.111,4.057
61 Vir,5577.0,0.963,0.942,4.34
Kepler-1050,6010.0,1.13,1.09,4.37
Kepler-1306,5727.0,0.97,0.98,4.45
K2-285,4975.0,0.787,0.83,4.4
Kepler-201,6065.0,1.229,1.098,4.294
K2-291,5520.0,0.899,0.934,4.5
HD 220773,5940.0,1.679696,1.16,4.24
BD-11 4672,4550.0,0.639,0.651,4.642
TOI-169,5880.0,1.288,1.147,4.278
Kepler-1564,5528.0,0.9,0.93,4.5
GJ 536,3641.0,0.529,0.528,4.713
K2-243,6570.0,1.39,1.29,4.26
Kepler-332,4955.0,0.72,0.743,4.611
Kepler-26,3914.0,0.512,0.544,4.68
Kepler-102,4909.0,0.724,0.803,4.6
Kepler-1147,5941.0,1.14,1.09,4.36
Kepler-10,5708.0,1.065,0.91,4.344
HD 94834,4798.0,4.2,1.11,3.22
Kepler-271,5555.0,0.87,0.9,4.52
HD 108236,5660.0,0.877,0.869,4.49
K2-292,5725.0,1.09,1.0,4.33
K2-157,5334.0,0.86,0.89,4.45
Kepler-736,5217.0,0.81,0.86,4.56
HD 221585,5620.0,1.850575,1.19,4.05
XO-2 N,5290.0,0.998,0.96,4.43
4 UMa,4415.0,18.11,1.234,1.8
Kepler-1318,4598.0,0.7,0.73,4.62
K2-69,4127.0,0.491,0.551,4.786
HD 43197,5508.0,1.0,0.96,4.31
TOI-712,4622.0,0.674,0.732,4.645
NGTS-18,5610.0,1.392,1.003,4.16
Kepler-1046,5913.0,1.04,1.04,4.42
Kepler-1361,5131.0,0.79,0.83,4.57
Kepler-1454,5448.0,0.86,0.9,4.53
K2-58,5413.0,0.86,0.89,4.522
Kepler-301,5815.0,0.9,1.022,4.525
K2-229,5315.0,0.79,0.87,4.6
Kepler-536,5524.0,0.89,0.92,4.51
Kepler-971,5431.0,0.85,0.88,4.54
Kepler-1148,5054.0,0.77,0.81,4.58
Kepler-1927,6056.0,2.481,1.408,3.797
Kepler-619,5980.0,1.11,1.09,4.38
Kepler-844,4128.0,0.57,0.59,4.7
K2-99,6069.0,2.55,1.44,3.783
Kepler-124,4984.0,0.636,0.706,4.669
Kepler-1433,6097.0,1.19,1.14,4.34
Kepler-419,6430.0,1.74,1.39,4.1
Kepler-81,4385.0,0.59,0.64,4.7
HD 142,6245.0,1.47,1.21,4.62
Kepler-713,5785.0,0.99,0.98,4.44
Wolf 1061,3342.0,0.307,0.294,4.90218
Kepler-107,5854.0,1.447,1.238,4.21
Kepler-238,5800.0,0.96,1.06,4.49
HD 176986,4931.0,0.782,0.789,4.44
Kepler-758,6228.0,1.42,1.16,4.19
WASP-41,5545.0,0.87,0.93,4.53
GJ 1148,3287.0,0.358519,0.344045,4.86566
Kepler-1029,5030.0,0.77,0.82,4.58
Kepler-897,5839.0,1.04,1.03,4.41
TOI-2040,5132.0,0.87,0.92,4.515
K2-223,5859.0,1.0,1.06,4.5
Kepler-317,5497.0,0.941,0.865,4.493
Kepler-435,6161.0,3.21,1.538,3.613
Kepler-65,6211.0,1.41,1.25,4.232
Kepler-901,4184.0,0.57,0.59,4.7
HAT-P-9,6350.0,1.338,1.281,4.293
7 CMa,4826.0,4.87,1.34,3.19
Kepler-345,4504.0,0.623,0.61,4.683
Kepler-186,3788.0,0.472,0.478,4.77
Kepler-1487,6541.0,1.63,1.38,4.16
Kepler-539,5820.0,0.952,1.048,4.502
TOI-5916,3613.0,0.48,0.477,4.755
Kepler-150,5560.0,0.939,0.956,4.466
HD 33844,4861.0,5.39,1.84,3.24
Kepler-1928,5720.0,0.92,1.01,4.533
Kepler-373,5787.0,0.845,0.981,4.562
Kepler-394,6402.0,1.132,0.87,4.408
HD 136352,5664.0,1.058,0.87,4.39
HD 213240,5979.0,1.51,1.57,4.27
K2-183,5482.0,0.87,0.942219,4.6
HD 22496,4385.0,0.674,0.684,4.69
Kepler-517,5690.0,0.98,0.95,4.43
Kepler-1640,6324.0,1.43,1.27,4.23
Kepler-217,6171.0,1.799,1.342,4.03
TOI-4153,6860.0,1.605,1.572,4.224
Kepler-589,5372.0,0.916,0.832,4.434
WASP-73,6030.0,2.55,2.52,3.93
Kepler-647,6020.0,1.07,1.03,4.39
Kepler-1784,5442.0,0.974,0.887,4.409
Kepler-126,6239.0,1.358,1.108,4.247
Kepler-1559,5316.0,0.82,0.86,4.55
HATS-39,6572.0,1.621,1.379,4.158
Kepler-815,5028.0,3.42,1.25,3.46
HD 210277,5538.0,1.07,1.01,4.38
Kepler-783,5411.49,0.872088,0.94,4.53007
Kepler-602,6062.0,1.13,1.08,4.37
TOI-532,3927.0,0.612,0.639,4.669
Kepler-372,6509.0,1.137,1.202,4.405
Kepler-174,4880.0,0.622,0.602,4.679
Kepler-178,5676.0,1.066,0.852,4.334
TOI-2411,4099.0,0.68,0.65,4.59
Kepler-107,5854.0,1.447,1.238,4.21
Kepler-1348,5911.0,1.04,1.04,4.42
Kepler-1117,5612.0,0.93,0.95,4.49
Kepler-1604,4976.0,0.76,0.81,4.59
Kepler-984,5610.0,0.93,0.96,4.49
HD 22946,6169.0,1.117,1.098,4.47
K2-118,4726.29,0.734626,0.756446,4.53371
Kepler-11,5663.0,1.065,0.961,4.366
Kepler-632,5322.0,0.84,0.91,4.55
Kepler-57,5187.9,0.826,0.859,4.54
HD 141399,5600.0,1.387236,1.07,4.28
Kepler-277,5946.0,1.69,1.12,4.03
Kepler-461,5634.0,0.91,0.98,4.51
Kepler-1098,5794.0,0.99,0.99,4.45
HD 184010,4971.0,4.86,1.35,3.18
Kepler-450,6197.21,1.64162,1.19,4.08307
HD 231701,6101.0,1.53,1.21,4.31
Kepler-1736,6085.0,0.973,0.976,4.451
Kepler-1888,5557.0,1.249,0.897,4.198
TYC 3318-01333-1,4776.0,5.9,1.19,2.97
WASP-70 A,5763.0,1.215,1.106,4.314
TOI-1798,5165.0,0.78,0.87,4.572
GJ 317,3496.0,0.403,0.402,4.822436
TOI-1117,5635.0,1.05,0.97,4.41
NGTS-39,6053.0,1.16,1.16,4.419
Kepler-1409,5160.0,0.79,0.83,4.57
Kepler-1017,5473.0,0.87,0.93,4.53
Kepler-467,5809.0,1.37,1.05,4.18
Kepler-1364,6805.0,1.79,1.49,4.1
HD 118203,5742.0,2.04,1.27,3.92
Kepler-964,5427.0,0.84,0.93,4.55
Kepler-1097,5211.0,0.79,0.82,4.57
HD 110113,5732.0,0.968,0.997,4.46
Kepler-220,4632.0,0.666,0.729,4.652
TOI-1386,5735.0,1.0235,1.0363,4.431
TOI-3486,4930.0,0.788,0.837,4.569
Kepler-315,5796.0,1.037,0.831,4.377
Kepler-1078,5612.0,0.92,0.94,4.49
Kepler-1452,6101.0,2.06,1.41,3.95
Kepler-1055,5723.0,0.94,0.98,4.49
Kepler-60,5905.0,1.257,1.041,4.26
HD 99706,4891.0,5.4,1.72,3.2
WASP-14,6475.0,1.4,1.62,4.07
Kepler-402,6090.0,1.264,1.072,4.278
Kepler-1109,5893.0,1.06,1.05,4.41
Kepler-1262,5771.0,0.98,0.99,4.45
Kepler-122,6050.0,1.216,0.982,4.299
BEBOP-3,6033.0,1.414,1.083,4.203
Kepler-1677,6013.72,1.24959,1.11,4.28986
WASP-180 A,6600.0,1.19,1.3,4.42
GJ 163,3500.0,0.409738,0.4,4.81775
Kepler-1071,5215.0,0.81,0.86,4.56
TOI-1855,5359.0,1.041,0.987,4.397
WTS-2,5000.0,0.752,0.82,4.6
Kepler-779,3804.0,0.44,0.46,4.81
TOI-1806,3272.0,0.401575,0.392935,4.82521
Kepler-1809,4901.0,0.716,0.807,4.618
K2-242,3459.0,0.37,0.38,4.89
Kepler-1929,5786.0,1.471,1.006,4.106
Kepler-1081,5345.0,0.84,0.88,4.54
GJ 685,3816.0,0.54,0.55,4.72
TOI-469,5289.0,0.98,0.901,4.39
TOI-5398,6000.0,1.051,1.146,4.44
Kepler-603,5808.0,1.01,1.01,4.43
omi CrB,4769.0,11.87,1.3,2.36
TOI-2818,5721.0,1.229,0.977,4.25
Kepler-1214,5130.0,0.8,0.85,4.57
TOI-2128,5968.0,1.1174,1.0251,4.349
TOI-3321,5850.0,1.549,1.041,4.076
Kepler-1051,6675.0,1.73,1.43,4.12
Kepler-649,5871.0,0.94,0.97,4.48
HAT-P-55,5804.0,1.105,1.028,4.363
TAP 26,4620.0,1.17,1.04,4.5
Kepler-912,5998.0,1.11,1.07,4.37
HD 205739,6176.0,1.33,1.22,4.29
Kepler-939,5471.0,0.85,0.88,4.54
Kepler-1291,5216.0,0.8,0.84,4.56
Kepler-1002,6144.0,1.57,1.22,4.13
Kepler-344,5774.0,0.976,0.931,4.451
HIP 65891,5000.0,8.93,2.5,2.9
Kepler-992,4944.0,0.74,0.8,4.6
Kepler-246,5206.0,0.831,0.853,4.557
WASP-62,6230.0,1.23,1.11,4.45
GJ 4274,3228.0,0.19,0.18,5.26
Kepler-1111,6077.0,1.15,1.1,4.36
HATS-45,6450.0,1.315,1.272,4.305
Kepler-923,5988.0,1.26,1.11,4.28
Kepler-1273,5566.0,0.91,0.94,4.5
Kepler-36,5979.0,1.634,1.034,4.1
Kepler-172,5526.0,1.085,1.081,4.375
HD 307842,5558.0,0.907,0.91,4.48
HATS-7,4985.0,0.815,0.849,4.545
HATS-37 A,5326.0,0.877,0.843,4.478
Kepler-183,5888.0,0.958,0.99,4.502
K2-139,5370.0,0.88,0.96,4.54
Kepler-258,4942.0,0.915,0.82,4.441
Kepler-1311,5748.0,1.4,1.05,4.16
K2-233,4796.0,0.71,0.79,4.53
Kepler-902,5647.0,0.93,0.95,4.49
Kepler-171,5642.0,0.839,0.978,4.566
Kepler-894,5603.0,0.85,0.87,4.53
HD 64121,5078.0,5.44,1.64,3.19
Kepler-1794,5052.0,0.816,0.773,4.503
iot Dra,4504.0,11.79,1.54,2.48
Kepler-817,5861.0,1.03,1.03,4.42
Kepler-298,4465.0,0.582,0.66,4.709
K2-268,5106.0,0.78,0.84,4.58
Kepler-1165,6080.0,1.18,1.13,4.34
Kepler-1693,5553.0,1.098,0.941,4.33
Kepler-1894,5772.0,0.901,0.999,4.528
Kepler-1669,4224.0,0.603,0.609,4.662
TOI-1064,4734.0,0.726,0.748,4.6
HD 216520,5103.0,0.76,0.82,4.54
HD 93083,5033.8,0.837,0.836,4.23
Kepler-884,5715.0,0.94,1.0,4.49
K2-140,5585.0,1.06,0.96,4.4
K2-71,4006.0,0.426,0.477,4.852
Kepler-191,5282.0,0.789,0.857,4.594
HD 224018,5784.0,1.147,1.013,4.32
Kepler-1019,4433.0,0.67,0.7,4.64
Kepler-904,6160.0,1.25,1.16,4.31
HD 192310,5166.0,0.857922,0.8,4.51
Kepler-97,5779.0,0.98,0.94,4.43
Kepler-1909,4935.0,0.685,0.663,4.589
Kepler-169,4997.0,0.763,0.825,4.582
HD 134606,5576.0,1.158,1.046,4.33
Kepler-905,5461.0,0.86,0.95,4.55
WASP-28,6084.0,1.083,0.993,4.37
GJ 3341,3526.0,0.439,0.47,4.76852
KOI-55,27730.0,0.203,0.496,5.52
WASP-113,5890.0,1.608,1.318,4.2
Kepler-558,5242.0,0.81,0.85,4.56
TOI-1736,5636.0,1.4286,1.0373,4.142
Kepler-5,6297.0,1.793,1.374,3.96
Kepler-1263,5213.0,0.8,0.84,4.56
BD-17 63,4714.0,0.74,0.741,4.26
Kepler-130,5884.0,1.127,0.927,4.304
WASP-172,6900.0,1.91,1.49,4.05
TOI-4552,3258.0,0.2869,0.2619,4.94
Kepler-1843,5422.0,1.782,1.02,3.945
GJ 1289,3296.0,0.245012,0.21,4.9931
Kepler-1741,3683.0,0.424,0.454,4.84
Kepler-955,5350.0,0.84,0.89,4.54
Kepler-223,5803.0,1.72,1.125,4.46
Kepler-224,5018.0,0.676,0.777,4.639
HD 184010,4971.0,4.86,1.35,3.18
Kepler-365,6012.0,1.048,1.02,4.434
Kepler-532,5192.0,0.79,0.87,4.58
TOI-2714,5665.0,1.25,1.07,4.25
Kepler-403,6090.0,1.329,1.299,4.266
Kepler-474,5785.0,1.08,0.99,4.36
TOI-1472,5100.0,0.84,0.87,4.5
Kepler-555,5894.0,1.04,1.03,4.42
TIC 245076932,6130.0,1.288,1.117,4.267
Kepler-683,5703.0,0.95,0.96,4.47
Kepler-272,5297.0,0.929,0.91,4.426
HATS-10,5880.0,1.105,1.101,4.392
Kepler-229,5120.0,0.728,0.808,4.633
Kepler-1977,4805.0,0.688,0.769,4.633
Kepler-814,6162.0,1.22,1.15,4.33
WASP-2,5180.0,0.866,0.895,4.514
Kepler-1038,5335.0,0.83,0.87,4.55
Kepler-1802,4245.0,0.637,0.649,4.641
Kepler-56,4840.0,4.23,1.32,3.31
bet Pic,8038.68,1.54416,1.789,4.35072
Kepler-97,5779.0,0.98,0.94,4.43
HD 171238,5467.0,1.01,0.92,4.43
Kepler-595,5138.5,0.821,0.93,4.54
HD 137496,5799.0,1.59,1.04,4.05
WASP-145 A,4900.0,0.68,0.76,4.65
TOI-3785,3576.0,0.5,0.52,4.747
TOI-244,3433.0,0.426,0.428,4.66
HD 40307,4956.0,0.716684,0.77,4.47
HD 113538,4462.0,0.53,0.585,3.79
Kepler-1138,5582.0,0.92,0.95,4.49
HIP 21152,6655.0,1.59186,1.4,4.3
K2-9,3390.0,0.31,0.3,4.816
PDS 70,4109.0,1.26,0.982,4.23
TOI-5344,3747.0,0.588,0.612,4.686
TOI-2382,6033.0,1.417,1.26,4.235
TOI-2010,5929.0,1.079,1.112,4.417
WASP-136,6250.0,2.39014,1.41,3.9
HD 11977,4970.0,10.09,1.91,2.9
HD 102272,4790.0,10.3,1.45,2.58
Kepler-1949,6028.0,1.454,1.194,4.189
Kepler-1496,6182.0,1.27,1.18,4.29
HD 128311,4965.0,0.76,0.828,4.61
Kepler-1954,5840.0,0.849,0.942,4.553
HD 181342,4945.0,4.71,1.69,3.28
Kepler-362,5788.0,0.722,0.904,4.639
K2-204,5783.0,1.253,1.076,4.273
Kepler-366,6209.0,1.048,1.088,4.452
Kepler-416,5670.0,1.022,0.949,4.397
KOI-2513,5900.0,1.2,0.91,4.3
K2-233,4796.0,0.71,0.79,4.53
WASP-187,6150.0,2.83,1.54,3.722
Kepler-1587,5933.0,1.22,1.08,4.3
eps CrB,4406.0,21.0,1.7,1.94
EPIC 201595106,5679.0,0.98,0.958,4.435
Kepler-1398,6126.0,1.18,1.13,4.34
WASP-169,6110.0,2.011,1.337,3.958
WASP-83,5510.0,1.05,1.11,4.44
HD 564,5902.0,1.01,0.961,4.53
HD 116029,4951.0,4.6,1.33,3.4
Kepler-301,5815.0,0.9,1.022,4.525
TOI-521,3544.0,0.421,0.42,4.97
HD 211403,6273.0,1.206,1.2,4.3
HR 8799,7204.58,1.49338,1.5,4.29656
Kepler-282,5656.0,0.89,0.97,4.53
HD 10180,5911.0,1.109,1.06,4.39
TOI-4602,5966.0,1.08,0.9,4.34
HD 8535,6136.0,1.19,1.13,4.46
tau Cet,5310.0,0.83,0.783,4.52
Kepler-380,6045.0,1.224,0.99,4.293
Kepler-756,5282.0,0.79,0.82,4.57
HD 110014,4445.0,20.9,2.17,2.1
EPIC 229004835,5868.0,0.999,0.97,4.47031
Kepler-1283,6175.0,1.25,1.16,4.31
TOI-1439,5841.0,1.6184,1.2313,4.106
HAT-P-8,6200.0,1.57,1.27,4.15
Kepler-1705,6312.0,1.259,1.139,4.298
K2-295,4444.0,0.7,0.74,4.63
Kepler-1899,4791.0,0.742,0.759,4.577
TOI-2567,5611.0,1.686,1.13,4.044
Kepler-600,5279.0,0.81,0.84,4.56
GJ 1061,2953.0,0.156,0.12,5.15856
iot Dra,4504.0,11.79,1.54,2.48
HD 99492,4929.0,0.822539,0.85,4.57
Qatar-9,4309.0,0.696,0.719,4.61
HD 10697,5641.0,1.863076,0.99,3.957761
Kepler-1453,5665.0,0.94,0.97,4.48
Kepler-951,4834.0,0.73,0.77,4.6
G 264-012,3326.0,0.305,0.297,4.85
Kepler-108,5854.0,2.192,1.247,3.895
HD 191939,5348.0,0.94,0.81,4.3
Kepler-302,5740.0,1.22,1.021,4.286
WASP-44,5420.0,0.906,0.935,4.494
Kepler-213,5696.0,1.195,1.07,4.31
Kepler-1702,5093.0,0.725742,0.85,4.64592
Kepler-827,5602.0,0.91,0.93,4.5
Kepler-26,4486.0,0.571,0.593,4.733
Kepler-1359,4709.0,0.72,0.78,4.62
Kepler-1512,4372.0,0.67,0.73,4.64
HD 206610,4842.0,6.12,1.55,3.22
Kepler-99,4782.0,0.73,0.79,4.605
Kepler-158,4623.0,0.624,0.655,4.66
Kepler-1010,5253.0,0.82,0.86,4.55
Kepler-1233,6198.0,1.25,1.16,4.3
Kepler-1230,5961.0,1.08,1.06,4.4
Kepler-300,5986.0,0.9,1.07,4.532
GJ 3779,3324.0,0.281,0.27,5.05
K2-80,5377.0,0.841458,0.913111,4.65
TOI-1422,5840.0,1.019,0.9903,4.412
Kepler-920,5403.0,0.85,0.89,4.54
TOI-1386,5735.0,1.0235,1.0363,4.431
Kepler-687,4841.0,0.73,0.77,4.6
TOI-1669,5497.0,1.0561,0.9867,4.382
HD 111232,5512.0,0.9,0.96,4.45
Kepler-1991,5478.0,1.053,0.914,4.354
70 Vir,5495.0,1.89,1.09,3.95
HD 134060,5966.0,1.164285,1.095,4.43
HIP 116454,5048.0,0.758,0.8,4.582
Kepler-1646,3299.0,0.26,0.24,5.01
Kepler-1637,5789.0,1.02,1.02,4.43
Kepler-50,6225.0,1.58,1.24,4.132
Kepler-1990,5751.0,1.071,1.028,4.391
Kepler-804,5817.0,1.05,1.01,4.4
HD 160691,5773.0,1.33,1.13,4.2
HD 191806,6010.0,1.40223,1.07,4.45
Kepler-985,5434.0,0.85,0.91,4.54
GJ 9714,4263.0,0.662662,0.67,4.62156
Kepler-930,6335.0,1.4,1.25,4.24
Kepler-834,4554.0,0.66,0.7,4.64
HATS-46,5495.0,0.853,0.917,4.542
K2-249,6504.0,1.57,1.32,4.16
Kepler-1887,5749.0,0.864,0.961,4.547
HD 5891,4673.0,10.64,1.93,2.67
Kepler-454,5687.0,1.066,1.03,4.4
Kepler-1565,4940.0,0.73,0.76,4.6
Kepler-355,6184.0,1.066,0.933,4.441
Kepler-1632,6137.0,1.19,1.12,4.33
K2-266,4285.0,0.703,0.686,4.581
HD 93963 A,5908.0,1.0311,1.0844,4.445
Kepler-103,6047.0,1.492,1.212,4.17
Kepler-85,5436.0,0.893,0.947,4.494
HD 154672,5743.0,1.32,1.18,4.27
Kepler-938,5533.0,0.89,0.92,4.51
GJ 163,3500.0,0.409738,0.4,4.81775
TOI-620,3708.0,0.55,0.577,4.718
Kepler-1457,5866.0,1.01,1.01,4.43
GJ 3512,3141.0,0.139,0.123,5.1582
HD 45184,5869.0,1.075139,1.03,4.47
K2-148,4079.0,0.632,0.65,4.653
Kepler-1943,6032.0,0.973,1.055,4.485
GJ 3138,3717.0,0.5,0.681,4.62872
Kepler-27,5400.0,0.59,0.65,5.4
HAT-P-2,6412.0,1.416,1.33,4.16
HD 114783,5135.0,0.840622,0.9,4.525599
NGTS-9,6330.0,1.38,1.34,4.37
Kepler-584,6195.0,1.24,1.17,4.31
Kepler-799,5681.0,0.93,0.95,4.49
Kepler-132,6003.0,1.178,0.929,4.31
Kepler-1961,5401.0,0.777,0.871,4.593
K2-153,3845.0,0.53,0.55,4.73
TOI-1224,3326.0,0.404,0.4,4.893
HIP 54597,4799.0,0.66,0.8,4.43
WASP-5,5700.0,1.029,0.96,4.395
HD 195019,5751.0,1.48,1.21,4.18
HD 75289,6117.0,1.23,1.29,4.37
Kepler-102,4909.0,0.724,0.803,4.6
Kepler-334,5828.0,1.068,1.022,4.385
Kepler-623,5443.0,0.86,0.9,4.53
Kepler-248,5190.0,0.831,0.838,4.573
K2-180,5365.0,0.719,0.735,4.591
K2-122,4009.0,0.59,0.63,4.69
Kepler-424,5460.0,0.94,1.01,4.5
TOI-654,3521.0,0.43,0.419,4.793
Kepler-295,5603.0,0.898,0.89,4.444
Kepler-1689,5731.43,0.996208,1.023,4.45124
HD 73583,4511.0,0.65,0.73,4.62
TOI-2445,3333.0,0.27,0.25,4.97
55 Cnc,5198.0,0.98,1.015,4.3
55 Cnc,5198.0,0.98,1.015,4.3
55 Cnc,5198.0,0.98,1.015,4.3
55 Cnc,5172.0,0.943,0.905,4.43
55 Cnc,5198.0,0.98,1.015,4.3
GJ 1214,3101.0,0.2162,0.182,5.0286
GJ 436,3586.11,0.455,0.47,4.792
HAT-P-12,4650.0,0.701,0.733,4.61
HAT-P-13,5653.0,1.756,1.32,4.07
HAT-P-13,5653.0,1.756,1.32,4.07
HAT-P-14,6600.0,1.82,2.65,4.25
HAT-P-17,5246.0,0.87,0.99,4.53
HAT-P-17,5336.96,0.838682,0.92,4.55466
HAT-P-18,4803.0,0.749,0.77,4.57
HAT-P-1,5980.0,1.174,1.151,4.359
HAT-P-26,5079.0,0.87,1.12,4.56
HAT-P-30,6304.0,1.31,1.55,4.36
HAT-P-32,6001.0,1.367,1.132,4.22
HD 149026,6179.0,1.41,1.42,4.37
HD 189733,5052.0,0.75,0.79,4.49
HD 209458,6091.0,1.19,1.23,4.45
HD 80606,5565.0,1.05,1.05,4.42
HD 86226,5863.0,1.053,1.019,4.4
TrES-4,6200.0,1.66,1.08,4.06
WASP-12,6265.0,1.69,1.325,4.11
WASP-15,6300.0,1.48,1.18,4.35
WASP-17,6550.0,1.49,2.28,4.2
WASP-18,6432.0,1.319,1.294,4.31
WASP-19,5616.0,1.006,0.965,4.417
WASP-25,5697.0,0.884,0.962,4.529
WASP-39,5485.0,0.939,0.913,4.453
WASP-43,4400.0,0.6,0.58,4.65
WASP-6,5438.0,0.79,0.854,4.565
GJ 3470,3600.0,0.547,0.539,4.695
WASP-47,5565.0,1.156,1.058,4.3437
WASP-63,5550.0,1.86,1.28,4.01
WASP-52,5000.0,0.79,0.87,4.582
WASP-77 A,5617.0,0.91,0.903,4.476
WASP-80,4143.0,0.586,0.577,4.663
WASP-103,6110.0,1.436,1.22,4.22
WASP-96,5540.0,1.05,1.06,4.42
WASP-94 A,6170.0,1.48,1.67,4.27
WASP-94 B,6040.0,1.35,1.24,4.26
WASP-69,4792.0,0.801,0.83,4.57
WASP-84,5280.0,0.768,0.853,4.598
WASP-20,5940.0,1.242,1.2,4.231
HATS-6,3724.0,0.57,0.574,4.683
KELT-7,6768.0,1.81,1.76,4.5
K2-18,3457.0,0.411,0.359,4.7864
KELT-8,5754.0,1.46,0.81,4.08
WASP-47,5565.0,1.156,1.058,4.3437
WASP-47,5565.0,1.156,1.058,4.3437
WASP-47,5565.0,1.156,1.058,4.3437
GJ 1132,3229.0,0.2211,0.1945,5.037
WASP-76,6329.0,1.756,1.458,4.196
KELT-4 A,6206.0,1.603,1.201,4.108
TRAPPIST-1,2566.0,0.1192,0.0898,5.2396
TRAPPIST-1,2566.0,0.1192,0.0898,5.2396
TRAPPIST-1,2566.0,0.1192,0.0898,5.2396
K2-34,6168.0,1.42,1.16,4.2
WASP-121,6628.0,1.461,1.33,4.251
HIP 41378,6290.0,1.3,1.22,4.298
HIP 41378,6290.0,1.3,1.22,4.298
HIP 41378,6290.0,1.3,1.22,4.298
HIP 41378,6290.0,1.3,1.22,4.298
HIP 41378,6290.0,1.3,1.22,4.298
HD 3167,5338.0,0.871,0.864,4.504
HD 3167,5338.0,0.871,0.864,4.504
HAT-P-65,5872.0,1.666,1.297,4.1079
WASP-131,5990.0,1.561,1.06,4.075
